@relation nbrPost-nbrAnnonce
@attribute nbrAnnonce numeric
@attribute nbrPost numeric
@data
4    26
1    1
2    2
1    5
3    3
1    1
1    1
1    10
2    2
1    5
1    10
12    42
2    11
2    2
3    30
1    1
1    1
3    3
2    2
3    5
1    10
1    1
7    19
1    5
2    2
1    5
1    5
9    39
9    9
2    10
2    6
3    21
5    25
2    10
